dataset_name,schema_name,schema_size_bytes,not_counts,model_output,valid,reason,condition
Github_medium,o65942.json,3759,1,"{""type"": ""array"", ""items"": [{""type"": ""object"", ""required"": [""user"", ""group""], ""properties"": {""user"": {""type"": ""string"", ""minLength"": 1}, ""group"": {""type"": ""string"", ""minLength"": 1}}, ""oneOf"": [{""$ref"": ""#/definitions/file_extracted_file""}, {""$ref"": ""#/definitions/file_extracted_dir""}, {""$ref"": ""#/definitions/file_extracted_link""}]}]}",False,"invalide : {'type': 'array', 'items': [{'type': 'object', 'required': ['user', 'group'], 'properties': {'user': {'type': 'string', 'minLength': 1}, 'group': {'type': 'string', 'minLength': 1}}, 'oneOf",few-shot
Github_medium,o65945.json,5628,1,"{""extracted"": true, ""files"": [{""name"": ""file1"", ""type"": ""file"", ""size"": 1024, ""mode"": ""644""}, {""name"": ""dir1"", ""type"": ""dir"", ""size"": 2048, ""mode"": ""755""}, {""name"": ""link1"", ""type"": ""link"", ""size"": 4096, ""mode"": ""644""}]}",True,,few-shot
Github_medium,o68294.json,3952,1,"{""placement_id"": 1, ""placementId"": 1, ""inv_code"": ""A"", ""invCode"": ""A"", ""member"": ""B"", ""keywords"": [{""key"": ""keyword1"", ""value"": [""value1"", ""value2""]}], ""traffic_source_code"": ""A"", ""trafficSourceCode"": ""A"", ""reserve"": 10, ""position"": ""above"", ""use_pmt_rule"": true, ""private_sizes"": [{""w"": 300, ""h"": 250}]}",False,"invalide : {'placement_id': 1, 'placementId': 1, 'inv_code': 'A', 'invCode': 'A', 'member': 'B', 'keywords': [{'key': 'keyword1', 'value': ['value1', 'value2']}], 'traffic_source_code': 'A', 'trafficS",few-shot
Github_medium,o69248.json,19414,3,,False,prompt trop long (4132 tokens) - overflow,few-shot
Github_medium,o7574.json,2652,1,"{""services"": [{""basePath"": ""/var/www/html""}, {""basePath"": ""/var/www/js""}], ""jsonscript"": {""timeout"": ""10"", ""promise"": ""Promise""}, ""processResponse"": {""typeof"": ""function""}}",False,"invalide : [{'basePath': '/var/www/html'}, {'basePath': '/var/www/js'}] is not of type 'object'",few-shot
Github_medium,o76785.json,19317,3,,False,prompt trop long (4107 tokens) - overflow,few-shot
Github_medium,o79016.json,4040,1,"{""is"": ""queue"", ""exchange"": {""name"": ""test-exchange"", ""type"": ""topic"", ""durable"": true, ""autoDelete"": true}, ""queue"": {""name"": ""test-queue"", ""durable"": true, ""exclusive"": true, ""autoDelete"": true}}",False,"invalide : {'is': 'queue', 'exchange': {'name': 'test-exchange', 'type': 'topic', 'durable': True, 'autoDelete': True}, 'queue': {'name': 'test-queue', 'durable': True, 'exclusive': True, 'autoDelete'",few-shot
Github_medium,o79474.json,2988,1,"{""injectRoles"": {""condition"": {""$ref"": ""#/definitions/condition""}, ""roles"": [""admin""]}}",False,"invalide : {'injectRoles': {'condition': {'$ref': '#/definitions/condition'}, 'roles': ['admin']}} is not of type 'array'",few-shot
Github_medium,o83286.json,6289,1,"{     ""id"": 1,     ""long_name"": ""Resource Mapping"",     ""name"": ""Resource Mapping"",     ""nodes"": 1,     ""ppn"": 1,     ""start_date"": ""2020-01-01T00:00:00Z"",     ""devices"": {         ""netdir_projects"": {             ""name"": ""projects"",             ""type"": ""string""         },         ""netdrv_alice"": {             ""name"": ""alice"",             ""type"": ""string""         },         ""net_alice"": {             ""name"": ""alice"",             ""type"": ""string""         }     },     ""attributes"": {         ""loca",False,tronqué / aucun objet JSON complet,few-shot
Github_medium,o84199.json,4555,1,"{     ""Warning!"": {         ""type"": ""string""     },     ""config"": {         ""additionalProperties"": false,         ""anyOf"": [             {                 ""properties"": {                     ""type"": {                         ""const"": ""select""                     }                 },                 ""required"": [                     ""options""                 ]             },             {                 ""not"": {                     ""required"": [                         ""options""                ",False,tronqué / aucun objet JSON complet,few-shot
Github_medium,o90940.json,5369,1,"{     ""type"": ""object"",     ""properties"": {         ""fields"": [             {                 ""code"": 1,                 ""name"": ""field1"",                 ""format"": ""string"",                 ""defaultUsage"": """",                 ""usages"": [                     {                         ""name"": ""field1"",                         ""field"": {                             ""code"": 1,                             ""format"": ""string"",                             ""defaultUsage"": """",                            ",False,tronqué / aucun objet JSON complet,few-shot
